v32;ESC;352;8;Afro ESC 30Amp;hobbyking Website;3.0e+1;3.0e+1;0.0;2.65e+1;0;0;2;4;2013-12-20 21:44:26
v32;ESC;353;8;YGE 90 LV 12° Timing;Reisenauer;9.0e+1;1.3e+2;7.5e-1;4.0e+1;6;18;2;6;2013-12-25 18:41:44
v32;ESC;354;8;D-Power 60A (T=middle);Derkum;6.0e+1;7.0e+1;0.0;6.5e+1;5;20;2;6;2013-11-28 10:22:01
v32;ESC;355;8;Kontronik JIVE 100LV (FW13);www.elektromdellflug.de;1.0e+2;2.0e+2;0.0;9.8e+1;5;18;2;6;2014-01-09 13:01:42
v32;ESC;356;8;Kontronik JIVE 120HV (FW13);www.elektromodellflug.de;8.0e+1;1.6e+2;0.0;1.35e+2;12;44;4;14;2014-01-09 12:59:51
v32;Gear;69;8;Micro Edition NL;Reisenauer 25.12.2013;5.0;9.8499999999999999e-1;1;1.9e+1;2013-12-25 19:00:32
v32;Gear;70;8;Micro Edition N;Reisenauer 25.12.2013;5.0;9.8499999999999999e-1;1;2.6e+1;2013-12-25 18:49:25
v32;Gear;71;8;Standard;;5.5;9.7999999999999998e-1;1;0.0;2014-01-16 16:56:21
v32;Props;456;8;Ramoser 3 Blatt;1.7899999999999999e+1;2.0e+1;1.8709399999999999e+2;2.1693120000000001;0;2.0e+1;Ramoser Datenblatt hochgerechnet;1.372138e+1;3.0513629999999998;0;2.0e+1;Ramoser Datenblatt hochgerechnet;2.1850999999999999e+3;1.9173e+3;0;0.0;8500;1;2;2013-12-02 18:57:10
v32;Props;457;8;Ramoser 3 Blatt;1.7899999999999999e+1;2.2e+1;2.221651e+2;2.1511330000000002;0;2.0e+1;Ramoser Datenblatt hochgerechnet;2.0763020000000001e+1;2.947778;0;2.0e+1;Ramoser Datenblatt hochgerechnet;2.0307e+3;1.7045e+3;0;0.0;8500;1;2;2013-12-02 19:01:37
v32;Props;458;8;Ramoser 3 Blatt;1.7899999999999999e+1;2.4e+1;3.5359640000000002e+2;1.9215960000000001;0;2.0e+1;Ramoser Datenblatt hochgerechnet;2.870234e+1;2.8751389999999999;0;2.0e+1;Ramoser Datenblatt hochgerechnet;1.7353e+3;1.5435999999999999e+3;0;0.0;8500;1;2;2013-12-02 19:04:43
v32;Props;459;8;Ramoser 3 Blatt;1.7899999999999999e+1;2.5e+1;5.2088610000000006e+2;1.719997;0;2.0e+1;Ramoser Datenblatt hochgerechnet;3.6100610000000003e+1;2.8129309999999998;0;2.0e+1;Ramoser Datenblatt hochgerechnet;1.4778e+3;1.4365e+3;0;0.0;8500;1;2;2013-12-02 19:23:54
v32;Props;460;8;Ramoser 4 Blatt;1.9899999999999999e+1;1.0e+1;1.7820490000000001e+2;2.2216130000000001;0;2.0e+1;Ramoser Datenblatt hochgerechnet;6.0532719999999998;3.274232;0;2.0e+1;Ramoser Datenblatt hochgerechnet;2.1928000000000002e+3;2.355e+3;0;0.0;7500;1;2;2013-12-06 17:52:18
v32;Props;461;8;Ramoser 4 Blatt;1.9899999999999999e+1;2.5e+1;3.6222710000000001e+2;2.2955730000000001;0;2.0e+1;Ramoser Datenblatt hochgerechnet;4.5386150000000001e+1;2.9472489999999998;0;2.0e+1;Ramoser Datenblatt hochgerechnet;1.5697e+3;1.3074000000000001e+3;0;0.0;7500;1;2;2013-12-06 19:21:18
v32;Props;462;8;RF CFK schmal;1.6e+1;8.5;6.8795159999999996e+1;2.0;600;2.0e+1;Reisenauer 18.12.2013;1.1659619999999999;3.0;600;2.0e+1;Reisenauer 18.12.2013;3.85e+3;4.41e+3;1;3.2e+1;10000;0;3;2013-12-25 20:32:14
v32;Props;463;8;Ramoser 4 Blatt;2.2600000000000001e+1;2.4e+1;6.294896e+2;2.0321760000000002;0;2.0e+1;Ramoser Datenblatt hochgerechnet;3.4716239999999999e+1;3.228046;0;2.0e+1;Ramoser Datenblatt hochgerechnet;1.2679000000000001e+3;1.3878e+3;0;0.0;4800;1;2;2014-01-08 17:15:36
v32;Props;464;8;Ramoser 3 Blatt;1.9899999999999999e+1;1.2e+1;1.635018e+2;2.21793;0;2.0e+1;Ramoser Datenblatt;4.3725680000000002;3.4426239999999999;0;2.0e+1;Ramoser Datenblatt;2.2825999999999999e+3;2.4821999999999998e+3;0;0.0;7500;1;2;2014-01-16 17:01:24
v32;Props;465;8;Ramoser 4 Blatt;1.9899999999999999e+1;1.2e+1;2.090814e+2;2.2383109999999999;0;2.0e+1;Ramoser Datenblatt;7.4578879999999996;3.3051059999999999;0;2.0e+1;Ramoser Datenblatt;2.0298e+3;2.1933000000000002e+3;0;0.0;7500;1;2;2014-01-16 17:04:32
v32;Props;466;8;Ramoser 3 Blatt;1.9899999999999999e+1;1.4e+1;1.7788839999999999e+2;2.2718530000000001;0;2.0e+1;Ramoser Datenblatt;5.970383;3.4190230000000001;0;2.0e+1;Ramoser Datenblatt;2.1566999999999998e+3;2.2803000000000002e+3;0;0.0;7500;1;2;2014-01-16 17:34:06
v32;Props;467;8;Ramoser 4 Blatt;1.9899999999999999e+1;1.4e+1;2.5724810000000002e+2;2.2044260000000002;0;2.0e+1;Ramoser Datenblatt;8.3504249999999995;3.384528;0;2.0e+1;Ramoser Datenblatt;1.8678e+3;2.0825e+3;0;0.0;7500;1;2;2014-01-16 17:36:48
v32;Props;468;8;RFM;2.3e+1;1.2e+1;2.1865209999999999e+2;2.1831040000000002;0;1.5e+1;DC generated;1.5365119999999999e+1;2.753244;0;1.5e+1;DC generated;2.0245e+3;1.9745e+3;1;5.5e+1;7000;0;4;2014-01-16 12:06:01
v32;Props;469;8;Sport Klemm-V70;1.7e+1;9.0;5.5117489999999997e+1;2.1539220000000001;0;1.5e+1;DC generated;2.4134630000000001;3.0;20;1.5e+1;DC generated;3.8754000000000001e+3;3.4603000000000002e+3;1;3.8e+1;9000;0;5;2014-02-11 07:35:20
v32;Props;470;8;RFM-SK-V70;2.3e+1;1.2e+1;1.682398e+2;2.115062;0;1.5e+1;DC generated;6.6239179999999998;3.0;0;1.5e+1;DC generated;2.3441999999999998e+3;2.4715e+3;1;3.8e+1;7500;0;5;2014-02-11 07:35:42
v32;Props;471;8;RFM;2.0e+1;1.3e+1;1.5957499999999999e+2;2.1548889999999998;0;1.5e+1;DC generated;1.330931e+1;2.759271;0;1.5e+1;DC generated;2.3649000000000001e+3;2.0769000000000001e+3;1;5.5e+1;7000;0;4;2014-02-11 09:57:57
v32;Props;472;8;20x13 RFM 55mm;2.0e+1;1.3e+1;1.809177e+2;2.036616;0;1.5e+1;DC generated;7.4424260000000002;3.079955;0;1.5e+1;DC generated;2.3375e+3;2.3245e+3;1;5.5e+1;9000;0;4;2014-02-11 09:57:00
v32;Motors;1903;8;Peggy Pepper HK 2221-07 KV3900 11V;Reisenauer 25.12.2013;0;6;0;0.0;0.0;7.0;0.0;0;8.5e+1;8.0e+1;69;353;7.8903528991011103e+2;2.1173429136456399e-2;5.9547497938833897e-6;5.4254278571361399e-3;0.0;2013-12-25 18:59:44
v32;MData;8560;6;1903;9.0899999999999999;7.101e+3;3.0800000000000001;1;0;0;0.0
v32;MData;8561;6;1903;1.108e+1;8.639e+3;3.6499999999999999;1;0;0;1.5e+1
v32;MData;8562;6;1903;1.107e+1;7.998e+3;3.1140000000000001e+1;0;0;0;1.5e+1
v32;MData;8563;6;1903;1.106e+1;7.902e+3;3.5119999999999997e+1;0;0;0;1.5e+1
v32;MData;8564;6;1903;1.106e+1;7.756e+3;4.1340000000000003e+1;0;0;0;1.5e+1
v32;MData;8565;6;1903;1.1050000000000001e+1;7.601e+3;4.7759999999999998e+1;0;0;0;1.5e+1
v32;ESC;353;6;YGE 90 LV 12° Timing;Reisenauer;9.0e+1;1.3e+2;7.5e-1;4.0e+1;6;18;2;6;2013-12-25 18:41:44
v32;Gear;69;6;Micro Edition NL;Reisenauer 25.12.2013;5.0;9.8499999999999999e-1;1;1.9e+1;2013-12-25 19:00:32
v32;DriveSets;1903;6;Peggy Pepper HK 2221-07 KV3900 11V;Reisenauer 25.13.2013;353;1;1903;69;145;1.1e+1;0.0;0.0;0.0;0;2013-12-25 18:52:06
v32;Motors;1904;8;Peggy Pepper HK 2221-07 KV3900 14,8V;Reisenauer 25.12.2013;0;6;0;0.0;0.0;7.0;0.0;0;8.5e+1;8.0e+1;69;353;7.8543916122351197e+2;2.8421464631198601e-2;3.1237590621516701e-18;7.75426924842845e-3;0.0;2013-12-25 18:59:11
v32;MData;8566;6;1904;1.108e+1;8.639e+3;3.6499999999999999;1;0;0;0.0
v32;MData;8567;6;1904;1.4800000000000001e+1;1.1507e+4;4.6500000000000004;1;0;0;1.5e+1
v32;MData;8568;6;1904;1.477e+1;1.0737e+4;3.4909999999999997e+1;0;0;0;1.5e+1
v32;MData;8569;6;1904;1.477e+1;1.0591e+4;4.0200000000000003e+1;0;0;0;1.5e+1
v32;MData;8570;6;1904;1.476e+1;1.0457e+4;4.4960000000000001e+1;0;0;0;1.5e+1
v32;MData;8571;6;1904;1.476e+1;1.0303e+4;5.0780000000000001e+1;0;0;0;1.5e+1
v32;ESC;353;6;YGE 90 LV 12° Timing;Reisenauer;9.0e+1;1.3e+2;7.5e-1;4.0e+1;6;18;2;6;2013-12-25 18:41:44
v32;Gear;69;6;Micro Edition NL;Reisenauer 25.12.2013;5.0;9.8499999999999999e-1;1;1.9e+1;2013-12-25 19:00:32
v32;DriveSets;1904;6;Peggy Pepper HK 2221-07 KV3900 14,8V;Reisenauer 25.13.2013;353;1;1904;69;134;1.4800000000000001e+1;0.0;0.0;0.0;0;2013-12-25 18:56:37
v32;Motors;1905;8;RS 195.15-10 08Pol KV3900 Gef 11V;Reisenauer 22.12.2013;0;6;0;0.0;0.0;1.0e+1;0.0;0;4.5e+1;6.0e+1;69;353;7.8417619498403496e+2;2.2986664775967801e-2;1.6951714005933998e-5;7.9457355065487099e-3;0.0;2013-12-25 19:46:04
v32;MData;8572;6;1905;9.0500000000000007;7.021e+3;2.5299999999999998;1;0;0;0.0
v32;MData;8573;6;1905;1.1130000000000001e+1;8.629e+3;2.96;1;0;0;1.5e+1
v32;MData;8574;6;1905;1.1119999999999999e+1;8.077e+3;2.0030000000000001e+1;0;0;0;1.5e+1
v32;MData;8575;6;1905;1.1109999999999999e+1;7.917e+3;2.5100000000000001e+1;0;0;0;1.5e+1
v32;MData;8576;6;1905;1.1109999999999999e+1;7.745e+3;3.0350000000000001e+1;0;0;0;1.5e+1
v32;MData;8577;6;1905;1.1109999999999999e+1;7.576e+3;3.5490000000000002e+1;0;0;0;1.5e+1
v32;ESC;353;6;YGE 90 LV 12° Timing;Reisenauer;9.0e+1;1.3e+2;7.5e-1;4.0e+1;6;18;2;6;2013-12-25 18:41:44
v32;Gear;69;6;Micro Edition NL;Reisenauer 25.12.2013;5.0;9.8499999999999999e-1;1;1.9e+1;2013-12-25 19:00:32
v32;DriveSets;1905;6;RS 195.15-10 08Pol KV3900 Gef 11V;Reisenauer 23.12.2013;353;1;1905;69;0;1.0e+1;;;0.0;0;2013-12-25 19:27:21
v32;Motors;1906;8;Peggy Pepper HK 2221-08 KV3600 11V;Reisenauer 23.12.2013;0;6;0;0.0;0.0;8.0;0.0;0;7.0e+1;8.0e+1;69;353;7.2028088753110205e+2;2.2964809882385001e-2;5.68241093965034e-6;4.9981140820325404e-4;0.0;2013-12-25 20:37:45
v32;MData;8578;6;1906;9.0199999999999996;6.453e+3;2.5699999999999998;1;0;0;0.0
v32;MData;8579;6;1906;1.1109999999999999e+1;7.931e+3;3.1499999999999999;1;0;0;1.5e+1
v32;MData;8580;6;1906;1.11e+1;7.472e+3;2.2870000000000001e+1;0;0;0;1.5e+1
v32;MData;8581;6;1906;1.109e+1;7.356e+3;2.8289999999999999e+1;0;0;0;1.5e+1
v32;MData;8582;6;1906;1.109e+1;7.242e+3;3.3380000000000003e+1;0;0;0;1.5e+1
v32;MData;8583;6;1906;1.109e+1;7.097e+3;3.9979999999999997e+1;0;0;0;1.5e+1
v32;ESC;353;6;YGE 90 LV 12° Timing;Reisenauer;9.0e+1;1.3e+2;7.5e-1;4.0e+1;6;18;2;6;2013-12-25 18:41:44
v32;Gear;69;6;Micro Edition NL;Reisenauer 25.12.2013;5.0;9.8499999999999999e-1;1;1.9e+1;2013-12-25 19:00:32
v32;DriveSets;1906;6;Peggy Pepper HK 2221-08 KV3600 11V;Reisenauer 23.12.2013;353;1;1906;69;162;1.1e+1;0.0;0.0;0.0;0;2013-12-25 20:37:45
v32;Motors;1907;8;Kontronik Pyro 400-13;www.elektromodellflug.de;0;6;0;0.0;0.0;0.0;0.0;0;6.5e+1;1.87e+2;1;355;1.36642582247209e+3;6.4070977186225699e-3;1.08084746043848e-5;1.0346352862847401e-2;0.0;2014-01-09 13:02:07
v32;MData;8584;6;1907;1.2220000000000001e+1;1.6567e+4;3.21;1;0;0;0.0
v32;MData;8585;6;1907;1.491e+1;2.0207e+4;3.5899999999999999;1;0;0;1.5e+1
v32;MData;8586;6;1907;1.45e+1;1.8632e+4;2.6039999999999999e+1;0;0;0;1.5e+1
v32;MData;8587;6;1907;1.4300000000000001e+1;1.7825e+4;3.8359999999999999e+1;0;0;0;1.5e+1
v32;MData;8588;6;1907;1.408e+1;1.7125e+4;5.0840000000000003e+1;0;0;0;1.5e+1
v32;MData;8589;6;1907;1.3869999999999999e+1;1.6518e+4;6.3729999999999997e+1;0;0;0;1.5e+1
v32;ESC;355;6;Kontronik JIVE 100LV (FW13);www.elektromdellflug.de;1.0e+2;2.0e+2;0.0;9.8e+1;5;18;2;6;2014-01-09 13:01:42
v32;DriveSets;1907;6;Kontronik Pyro 400-13;;355;1;1907;1;0;1.36e+1;;;0.0;0;2014-01-09 12:26:11
v32;Motors;1908;8;Kontronik Pyro 400-13 (YGE12°);www.elektromodellflug.de;0;6;0;0.0;0.0;0.0;0.0;0;6.5e+1;1.87e+2;1;294;1.3766488220763699e+3;1.4579095463264399e-2;1.1368579250119601e-5;1.1379448660022801e-2;0.0;2014-01-09 12:22:28
